borough,created_year,created_month_name,incident_zip,has_incident_zip,city_cleaned_group,city_or_zip_label,location_type_clean,sighting_count,coordinate_count,average_latitude,average_longitude
BRONX,2010,Jan,10458,True,Bronx,10458,3+ Family Mixed Use Building,1,1,40.85687152,-73.88448036
BRONX,2010,Jan,10458,True,Bronx,10458,Other,1,1,40.86124764,-73.89417957
BRONX,2010,Jan,10459,True,Bronx,10459,3+ Family Apt. Building,3,3,40.82702366,-73.89597200666667
BRONX,2010,Jan,10459,True,Bronx,10459,Other,4,4,40.8258908575,-73.8911363875
BRONX,2010,Jan,10459,True,Bronx,10459,Vacant Building,1,1,40.82264659,-73.89782876
BRONX,2010,Jan,10459,True,Bronx,10459,Vacant Lot,2,2,40.826144395,-73.89443775000001
BRONX,2010,Jan,10460,True,Bronx,10460,1-2 Family Dwelling,2,2,40.836904465,-73.87881372999999
BRONX,2010,Jan,10460,True,Bronx,10460,3+ Family Apt. Building,4,4,40.842225817499994,-73.88059354250001
BRONX,2010,Jan,10460,True,Bronx,10460,3+ Family Mixed Use Building,1,1,40.84253988,-73.88570516
BRONX,2010,Jan,10462,True,Bronx,10462,1-2 Family Dwelling,1,1,40.84476325,-73.85419545
BRONX,2010,Jan,10462,True,Bronx,10462,3+ Family Apt. Building,2,2,40.853892529999996,-73.867024245
BRONX,2010,Jan,10462,True,Bronx,10462,Commercial Building,1,1,40.84399676,-73.86724462
BRONX,2010,Jan,10462,True,Bronx,10462,Other,1,1,40.85232473,-73.86299878
BRONX,2010,Jan,10463,True,Bronx,10463,1-2 Family Dwelling,2,2,40.88048017,-73.905785985
BRONX,2010,Jan,10463,True,Bronx,10463,3+ Family Apt. Building,1,1,40.88417862,-73.89615743
BRONX,2010,Jan,10465,True,Bronx,10465,1-2 Family Dwelling,2,2,40.834580849999995,-73.821370555
BRONX,2010,Jan,10465,True,Bronx,10465,Vacant Lot,2,2,40.813813655000004,-73.826346695
BRONX,2010,Jan,10466,True,Bronx,10466,1-2 Family Dwelling,1,1,40.88694085,-73.86298892
BRONX,2010,Jan,10466,True,Bronx,10466,3+ Family Apt. Building,1,1,40.8863815,-73.85448029
BRONX,2010,Jan,10466,True,Bronx,10466,3+ Family Mixed Use Building,1,1,40.8863815,-73.85448029
BRONX,2010,Jan,10466,True,Bronx,10466,Parking Lot/Garage,1,1,40.88936821,-73.84231792
BRONX,2010,Jan,10466,True,Bronx,10466,Vacant Building,1,1,40.88562342,-73.85623958
BRONX,2010,Jan,10467,True,Bronx,10467,3+ Family Apt. Building,7,7,40.874380990000006,-73.87222206571428
BRONX,2010,Jan,10467,True,Bronx,10467,3+ Family Mixed Use Building,2,2,40.87841622,-73.880631565
BRONX,2010,Jan,10467,True,Bronx,10467,Commercial Building,1,1,40.88101902,-73.88413825
BRONX,2010,Jan,10467,True,Bronx,10467,Other,1,1,40.88289586,-73.88361784
BRONX,2010,Jan,10467,True,Bronx,10467,Vacant Lot,2,2,40.875584489999994,-73.87372105
BRONX,2010,Jan,10468,True,Bronx,10468,3+ Family Apt. Building,7,7,40.867698430000004,-73.89836844999999
BRONX,2010,Jan,10468,True,Bronx,10468,3+ Family Mixed Use Building,1,1,40.86153259,-73.909739
BRONX,2010,Jan,10469,True,Bronx,10469,Vacant Building,1,1,40.87119405,-73.85364214
BRONX,2010,Jan,10470,True,Bronx,10470,1-2 Family Dwelling,1,1,40.89821508,-73.87422244
BRONX,2010,Jan,10470,True,Bronx,10470,3+ Family Apt. Building,1,1,40.90064285,-73.85445269
BRONX,2010,Jan,10471,True,Bronx,10471,Other,2,2,40.907771935,-73.900919395
BRONX,2010,Jan,10472,True,Bronx,10472,1-2 Family Dwelling,6,6,40.829947198333336,-73.864321095
BRONX,2010,Jan,10472,True,Bronx,10472,3+ Family Apt. Building,5,5,40.832714448000004,-73.86609775
BRONX,2010,Jan,10472,True,Bronx,10472,3+ Family Mixed Use Building,1,1,40.83223017,-73.85801722
BRONX,2010,Jan,10472,True,Bronx,10472,Construction Site,1,1,40.82714539,-73.85898199
BRONX,2010,Jan,10473,True,Bronx,10473,1-2 Family Mixed Use Building,1,1,40.80946578,-73.85828614
BRONX,2010,Jan,10473,True,Bronx,10473,3+ Family Apt. Building,1,1,40.82044164,-73.85365621
BRONX,2010,Jan,10473,True,Bronx,10473,3+ Family Mixed Use Building,1,1,40.82614723,-73.85529493
BRONX,2010,Feb,10451,True,Bronx,10451,Commercial Building,1,1,40.82568246,-73.91881718
BRONX,2010,Feb,10452,True,Bronx,10452,3+ Family Apt. Building,5,5,40.83474022,-73.92322063200001
BRONX,2010,Feb,10452,True,Bronx,10452,Other,1,1,40.8283617,-73.92340655
BRONX,2010,Feb,10453,True,Bronx,10453,3+ Family Apt. Building,7,7,40.85421778714285,-73.9081665342857
BRONX,2010,Feb,10453,True,Bronx,10453,3+ Family Mixed Use Building,2,2,40.848229225,-73.91181190500001
BRONX,2010,Feb,10454,True,Bronx,10454,3+ Family Apt. Building,3,3,40.806702300000005,-73.91450569666667
BRONX,2010,Feb,10455,True,Bronx,10455,3+ Family Apt. Building,3,3,40.81600001666667,-73.90793177
BRONX,2010,Feb,10455,True,Bronx,10455,3+ Family Mixed Use Building,1,1,40.81900602,-73.91700803
BRONX,2010,Feb,10456,True,Bronx,10456,1-2 Family Dwelling,1,1,40.82622377,-73.90861619
BRONX,2010,Feb,10456,True,Bronx,10456,3+ Family Apt. Building,9,9,40.83097104111111,-73.9136423111111
BRONX,2010,Feb,10456,True,Bronx,10456,3+ Family Mixed Use Building,1,1,40.82879948,-73.91368952
BRONX,2010,Feb,10456,True,Bronx,10456,Parking Lot/Garage,1,1,40.83258834,-73.90469387
BRONX,2010,Feb,10457,True,Bronx,10457,1-2 Family Mixed Use Building,1,1,40.85031592,-73.90409736
BRONX,2010,Feb,10457,True,Bronx,10457,3+ Family Apt. Building,5,5,40.847184228,-73.900001282
BRONX,2010,Feb,10457,True,Bronx,10457,3+ Family Mixed Use Building,1,1,40.84862968,-73.90291062
BRONX,2010,Feb,10457,True,Bronx,10457,Other,1,1,40.84630118,-73.90173934
BRONX,2010,Feb,10457,True,Bronx,10457,Vacant Building,1,1,40.8520895,-73.89520264
BRONX,2010,Feb,10457,True,Bronx,10457,Vacant Lot,1,1,40.853808,-73.89256475
BRONX,2010,Feb,10458,True,Bronx,10458,1-2 Family Dwelling,2,2,40.85599405,-73.89098872
BRONX,2010,Feb,10458,True,Bronx,10458,3+ Family Apt. Building,8,8,40.86468956875001,-73.88926591375001
BRONX,2010,Feb,10458,True,Bronx,10458,3+ Family Mixed Use Building,1,1,40.85695995,-73.88787828
BRONX,2010,Feb,10458,True,Bronx,10458,Other,1,1,40.86502029,-73.89275994
BRONX,2010,Feb,10458,True,Bronx,10458,Parking Lot/Garage,1,1,40.85726093,-73.88415072
BRONX,2010,Feb,10459,True,Bronx,10459,1-2 Family Dwelling,1,1,40.82788539,-73.89383877
BRONX,2010,Feb,10459,True,Bronx,10459,3+ Family Apt. Building,5,5,40.82562524,-73.89617717600001
BRONX,2010,Feb,10459,True,Bronx,10459,3+ Family Mixed Use Building,2,2,40.823329869999995,-73.89621257499999
BRONX,2010,Feb,10459,True,Bronx,10459,Other,1,1,40.82030918,-73.8959789
BRONX,2010,Feb,10459,True,Bronx,10459,Vacant Lot,2,2,40.82631827,-73.89698484
BRONX,2010,Feb,10460,True,Bronx,10460,1-2 Family Dwelling,2,2,40.843179875000004,-73.868158855
BRONX,2010,Feb,10460,True,Bronx,10460,3+ Family Apt. Building,5,5,40.842270148,-73.873585604
BRONX,2010,Feb,10460,True,Bronx,10460,Commercial Building,1,1,40.83981796,-73.88110194
BRONX,2010,Feb,10460,True,Bronx,10460,Other,1,1,40.83426904,-73.88745757
BRONX,2010,Feb,10461,True,Bronx,10461,3+ Family Apt. Building,1,1,40.84052292,-73.84801383
BRONX,2010,Feb,10461,True,Bronx,10461,Other,1,1,40.84218006,-73.82616602
BRONX,2010,Feb,10461,True,Bronx,10461,Vacant Lot,1,1,40.85517085,-73.85833335
BRONX,2010,Feb,10462,True,Bronx,10462,3+ Family Apt. Building,1,1,40.85394628,-73.86483899
BRONX,2010,Feb,10463,True,Bronx,10463,1-2 Family Dwelling,2,2,40.867497005000004,-73.90823406999999
BRONX,2010,Feb,10463,True,Bronx,10463,Other,1,1,40.88433629,-73.8975242
BRONX,2010,Feb,10465,True,Bronx,10465,1-2 Family Dwelling,1,1,40.82184699,-73.82065502
BRONX,2010,Feb,10465,True,Bronx,10465,Catch Basin/Sewer,1,1,40.8306719,-73.81930507
BRONX,2010,Feb,10466,True,Bronx,10466,1-2 Family Dwelling,2,2,40.88686953,-73.841727335
BRONX,2010,Feb,10466,True,Bronx,10466,3+ Family Apt. Building,2,2,40.89385828,-73.845309355
BRONX,2010,Feb,10467,True,Bronx,10467,1-2 Family Dwelling,3,3,40.874266236666664,-73.86646242333332
BRONX,2010,Feb,10467,True,Bronx,10467,1-2 Family Mixed Use Building,1,1,40.86967039,-73.86459732
BRONX,2010,Feb,10467,True,Bronx,10467,3+ Family Apt. Building,6,6,40.87271666666667,-73.86975118166666
BRONX,2010,Feb,10467,True,Bronx,10467,3+ Family Mixed Use Building,1,1,40.87453769,-73.88036368
BRONX,2010,Feb,10467,True,Bronx,10467,Construction Site,1,1,40.88533932,-73.86183494
BRONX,2010,Feb,10467,True,Bronx,10467,Vacant Building,1,1,40.87882991,-73.86038392
BRONX,2010,Feb,10468,True,Bronx,10468,3+ Family Apt. Building,5,5,40.86282171,-73.903412512
BRONX,2010,Feb,10468,True,Bronx,10468,3+ Family Mixed Use Building,1,1,40.88020834,-73.88589715
BRONX,2010,Feb,10468,True,Bronx,10468,Other,1,1,40.86624923,-73.90785255
BRONX,2010,Feb,10469,True,Bronx,10469,1-2 Family Dwelling,2,2,40.874609715000005,-73.84439801
BRONX,2010,Feb,10469,True,Bronx,10469,3+ Family Mixed Use Building,1,1,40.86097937,-73.84811892
BRONX,2010,Feb,10472,True,Bronx,10472,1-2 Family Dwelling,2,2,40.831013479999996,-73.860823925
BRONX,2010,Feb,10472,True,Bronx,10472,3+ Family Apt. Building,2,2,40.83120241,-73.88120587
BRONX,2010,Feb,10472,True,Bronx,10472,3+ Family Mixed Use Building,2,2,40.82937076,-73.86685606500001
BRONX,2010,Feb,10472,True,Bronx,10472,Other,1,1,40.83447552,-73.8722542
BRONX,2010,Feb,10472,True,Bronx,10472,Vacant Lot,1,1,40.82493047,-73.87832468
BRONX,2010,Feb,10473,True,Bronx,10473,1-2 Family Dwelling,1,1,40.81663774,-73.86281935
BRONX,2010,Feb,10473,True,Bronx,10473,3+ Family Apt. Building,2,2,40.8202145,-73.856382595
BRONX,2010,Feb,10474,True,Bronx,10474,1-2 Family Dwelling,1,1,40.81278927,-73.8850807
BRONX,2010,Feb,10474,True,Bronx,10474,3+ Family Apt. Building,2,2,40.81613045,-73.88594199
BRONX,2010,Mar,,False,,,Other,1,0,,
BRONX,2010,Mar,10451,True,Bronx,10451,3+ Family Apt. Building,10,10,40.823427701,-73.92060729399999
BRONX,2010,Mar,10451,True,Bronx,10451,3+ Family Mixed Use Building,2,2,40.82515741,-73.913918285
BRONX,2010,Mar,10451,True,Bronx,10451,Office Building,1,1,40.82568246,-73.91881718
BRONX,2010,Mar,10451,True,Bronx,10451,Other,1,1,40.81240299,-73.9262138
BRONX,2010,Mar,10452,True,Bronx,10452,3+ Family Apt. Building,3,3,40.83525126333333,-73.92143727666667
BRONX,2010,Mar,10452,True,Bronx,10452,3+ Family Mixed Use Building,1,1,40.83125901,-73.93031236
BRONX,2010,Mar,10453,True,Bronx,10453,1-2 Family Dwelling,1,1,40.85101133,-73.9159307
BRONX,2010,Mar,10453,True,Bronx,10453,1-2 Family Mixed Use Building,1,1,40.85387103,-73.9049634
BRONX,2010,Mar,10453,True,Bronx,10453,3+ Family Apt. Building,3,3,40.84790513,-73.91090929333332
BRONX,2010,Mar,10453,True,Bronx,10453,3+ Family Mixed Use Building,1,1,40.84626765,-73.91116932
BRONX,2010,Mar,10454,True,Bronx,10454,3+ Family Apt. Building,3,3,40.80934161666667,-73.92062643000001
BRONX,2010,Mar,10455,True,Bronx,10455,3+ Family Apt. Building,2,2,40.81731408,-73.899997485
BRONX,2010,Mar,10455,True,Bronx,10455,3+ Family Mixed Use Building,1,1,40.81579208,-73.89676992
BRONX,2010,Mar,10455,True,Bronx,10455,Commercial Building,1,1,40.81640131,-73.91704379
BRONX,2010,Mar,10456,True,Bronx,10456,1-2 Family Mixed Use Building,1,1,40.83052435,-73.91163119
BRONX,2010,Mar,10456,True,Bronx,10456,3+ Family Apt. Building,12,12,40.83105242166666,-73.9079194875
BRONX,2010,Mar,10456,True,Bronx,10456,3+ Family Mixed Use Building,1,1,40.82129377,-73.90462695
BRONX,2010,Mar,10456,True,Bronx,10456,Other,2,2,40.831085935000004,-73.910389295
BRONX,2010,Mar,10457,True,Bronx,10457,3+ Family Apt. Building,5,5,40.850214392,-73.89915114600001
BRONX,2010,Mar,10457,True,Bronx,10457,3+ Family Mixed Use Building,2,2,40.84967782,-73.90580978
BRONX,2010,Mar,10457,True,Bronx,10457,Commercial Building,1,1,40.85342177,-73.89339316
BRONX,2010,Mar,10458,True,Bronx,10458,3+ Family Apt. Building,9,9,40.86318001666667,-73.89013996222224
BRONX,2010,Mar,10458,True,Bronx,10458,3+ Family Mixed Use Building,2,2,40.861852240000005,-73.88781798
BRONX,2010,Mar,10458,True,Bronx,10458,Other,1,1,40.8676997,-73.89045975
BRONX,2010,Mar,10458,True,Bronx,10458,Parking Lot/Garage,1,1,40.85726093,-73.88415072
BRONX,2010,Mar,10458,True,Bronx,10458,Vacant Building,1,1,40.85706324,-73.88967474
BRONX,2010,Mar,10459,True,Bronx,10459,1-2 Family Dwelling,3,3,40.825683983333334,-73.89879715333332
BRONX,2010,Mar,10459,True,Bronx,10459,1-2 Family Mixed Use Building,1,1,40.82567488,-73.89881776
BRONX,2010,Mar,10459,True,Bronx,10459,3+ Family Apt. Building,4,4,40.82508916,-73.89616466749999
BRONX,2010,Mar,10459,True,Bronx,10459,Other,2,2,40.824487095,-73.89961613
BRONX,2010,Mar,10459,True,Bronx,10459,Vacant Lot,3,3,40.826312746666666,-73.89496019666667
BRONX,2010,Mar,10460,True,Bronx,10460,1-2 Family Dwelling,2,2,40.838360265000006,-73.8773164
BRONX,2010,Mar,10460,True,Bronx,10460,3+ Family Apt. Building,7,7,40.8448064,-73.88023981
BRONX,2010,Mar,10460,True,Bronx,10460,Catch Basin/Sewer,1,1,40.84205517,-73.86869777
BRONX,2010,Mar,10460,True,Bronx,10460,Commercial Building,1,1,40.83595598,-73.88362768
BRONX,2010,Mar,10460,True,Bronx,10460,Other,2,2,40.840887955,-73.87050708999999
BRONX,2010,Mar,10460,True,Bronx,10460,Vacant Lot,3,3,40.83871374333334,-73.87543641
BRONX,2010,Mar,10461,True,Bronx,10461,Vacant Lot,1,1,40.85517085,-73.85833335
BRONX,2010,Mar,10462,True,Bronx,10462,1-2 Family Dwelling,1,1,40.83216954,-73.84917843
BRONX,2010,Mar,10462,True,Bronx,10462,3+ Family Apt. Building,3,3,40.849774270000005,-73.86110349666667
BRONX,2010,Mar,10462,True,Bronx,10462,Other,3,3,40.83696823,-73.8631256
BRONX,2010,Mar,10463,True,Bronx,10463,1-2 Family Dwelling,1,1,40.88518031,-73.90230753
BRONX,2010,Mar,10463,True,Bronx,10463,3+ Family Mixed Use Building,1,1,40.88411808,-73.90226931
BRONX,2010,Mar,10465,True,Bronx,10465,1-2 Family Dwelling,1,1,40.82755526,-73.81669022
BRONX,2010,Mar,10466,True,Bronx,10466,1-2 Family Dwelling,4,4,40.8903375675,-73.84942182750001
BRONX,2010,Mar,10466,True,Bronx,10466,1-2 Family Mixed Use Building,1,1,40.89439342,-73.85681742
BRONX,2010,Mar,10466,True,Bronx,10466,3+ Family Apt. Building,2,2,40.893266185,-73.85101485999999
BRONX,2010,Mar,10466,True,Bronx,10466,Other,1,1,40.88655145,-73.82835014
BRONX,2010,Mar,10467,True,Bronx,10467,1-2 Family Dwelling,3,3,40.88112445,-73.86592849333334
BRONX,2010,Mar,10467,True,Bronx,10467,3+ Family Apt. Building,6,6,40.87314892833333,-73.87584294333332
BRONX,2010,Mar,10467,True,Bronx,10467,3+ Family Mixed Use Building,6,6,40.87465512166667,-73.87604540833333
BRONX,2010,Mar,10467,True,Bronx,10467,Commercial Building,1,1,40.87234783,-73.87555137
BRONX,2010,Mar,10467,True,Bronx,10467,Other,5,5,40.866544576,-73.865438698
BRONX,2010,Mar,10468,True,Bronx,10468,1-2 Family Dwelling,1,1,40.87112709,-73.892591
BRONX,2010,Mar,10468,True,Bronx,10468,3+ Family Apt. Building,6,6,40.86293889,-73.900514905
BRONX,2010,Mar,10469,True,Bronx,10469,3+ Family Apt. Building,3,3,40.86909861,-73.85129914333334
BRONX,2010,Mar,10469,True,Bronx,10469,3+ Family Mixed Use Building,1,1,40.87131541,-73.86077574
BRONX,2010,Mar,10469,True,Bronx,10469,Construction Site,1,1,40.85964612,-73.86175456
BRONX,2010,Mar,10469,True,Bronx,10469,Vacant Building,1,1,40.87322852,-73.84987717
BRONX,2010,Mar,10470,True,Bronx,10470,3+ Family Apt. Building,1,1,40.90064285,-73.85445269
BRONX,2010,Mar,10470,True,Bronx,10470,3+ Family Mixed Use Building,1,1,40.90029395,-73.85638148
BRONX,2010,Mar,10471,True,Bronx,10471,3+ Family Apt. Building,1,1,40.9060992,-73.90429181
BRONX,2010,Mar,10472,True,Bronx,10472,1-2 Family Dwelling,2,2,40.827689335,-73.87363307999999
BRONX,2010,Mar,10472,True,Bronx,10472,1-2 Family Mixed Use Building,1,1,40.83117714,-73.85655958
BRONX,2010,Mar,10472,True,Bronx,10472,3+ Family Apt. Building,2,2,40.834338545,-73.86883408
BRONX,2010,Mar,10472,True,Bronx,10472,3+ Family Mixed Use Building,3,3,40.830740236666664,-73.87010872333333
BRONX,2010,Mar,10472,True,Bronx,10472,Commercial Building,1,1,40.83520308,-73.86998696
BRONX,2010,Mar,10472,True,Bronx,10472,Other,1,1,40.82851146,-73.88011039
BRONX,2010,Mar,10472,True,Bronx,10472,Vacant Lot,1,1,40.83170604,-73.85811229
BRONX,2010,Mar,10475,True,Bronx,10475,Other,2,2,40.879167595,-73.82610005000001
BRONX,2010,Apr,,False,,,Catch Basin/Sewer,1,1,40.87601183,-73.88059245
BRONX,2010,Apr,,False,,,Vacant Lot,1,0,,
BRONX,2010,Apr,10451,True,Bronx,10451,3+ Family Apt. Building,7,7,40.82467406,-73.91691671857143
BRONX,2010,Apr,10451,True,Bronx,10451,3+ Family Mixed Use Building,2,2,40.82170929,-73.92266463
BRONX,2010,Apr,10452,True,Bronx,10452,1-2 Family Dwelling,1,1,40.83350067,-73.92904522
BRONX,2010,Apr,10452,True,Bronx,10452,3+ Family Apt. Building,11,11,40.834854230000005,-73.92028290545453
BRONX,2010,Apr,10452,True,Bronx,10452,3+ Family Mixed Use Building,1,1,40.83295204,-73.9252081
BRONX,2010,Apr,10453,True,Bronx,10453,1-2 Family Dwelling,2,2,40.85518687,-73.90984688
BRONX,2010,Apr,10453,True,Bronx,10453,3+ Family Apt. Building,6,6,40.852615113333336,-73.90753936333334
BRONX,2010,Apr,10453,True,Bronx,10453,3+ Family Mixed Use Building,1,1,40.84626765,-73.91116932
BRONX,2010,Apr,10453,True,Bronx,10453,Other,2,2,40.850863450000006,-73.910890295
BRONX,2010,Apr,10453,True,Bronx,10453,Vacant Lot,1,1,40.85238231,-73.90364254
BRONX,2010,Apr,10454,True,Bronx,10454,3+ Family Mixed Use Building,1,1,40.80411421,-73.91107026
BRONX,2010,Apr,10454,True,Bronx,10454,Commercial Building,1,1,40.80910714,-73.92288686
BRONX,2010,Apr,10454,True,Bronx,10454,Vacant Lot,3,3,40.80995148,-73.91742632333333
BRONX,2010,Apr,10455,True,Bronx,10455,1-2 Family Dwelling,1,1,40.81425531,-73.90675766
BRONX,2010,Apr,10455,True,Bronx,10455,3+ Family Apt. Building,5,5,40.816740924,-73.904796042
BRONX,2010,Apr,10455,True,Bronx,10455,3+ Family Mixed Use Building,2,2,40.815259510000004,-73.90137333999999
BRONX,2010,Apr,10455,True,Bronx,10455,Commercial Building,1,1,40.81475155,-73.91679296
BRONX,2010,Apr,10455,True,Bronx,10455,Other,1,1,40.81758044,-73.91552855
BRONX,2010,Apr,10456,True,Bronx,10456,1-2 Family Dwelling,3,3,40.82333689,-73.90936106999999
BRONX,2010,Apr,10456,True,Bronx,10456,3+ Family Apt. Building,8,8,40.8315239775,-73.913403245
BRONX,2010,Apr,10456,True,Bronx,10456,3+ Family Mixed Use Building,2,2,40.82982756,-73.90518749
BRONX,2010,Apr,10456,True,Bronx,10456,Other,3,3,40.82628039,-73.91102530666666
BRONX,2010,Apr,10456,True,Bronx,10456,Vacant Building,3,3,40.832307609999994,-73.91306085333333
BRONX,2010,Apr,10456,True,Bronx,10456,Vacant Lot,1,1,40.8294187,-73.91225417
BRONX,2010,Apr,10457,True,Bronx,10457,1-2 Family Dwelling,1,1,40.84917344,-73.89096738
BRONX,2010,Apr,10457,True,Bronx,10457,3+ Family Apt. Building,4,4,40.8482677625,-73.901936825
BRONX,2010,Apr,10457,True,Bronx,10457,3+ Family Mixed Use Building,3,3,40.848953273333336,-73.89847738666667
BRONX,2010,Apr,10457,True,Bronx,10457,Other,2,2,40.83885901,-73.9102974
BRONX,2010,Apr,10457,True,Bronx,10457,Vacant Lot,1,1,40.83876131,-73.90156255
BRONX,2010,Apr,10458,True,Bronx,10458,1-2 Family Dwelling,2,2,40.8689809,-73.884246
BRONX,2010,Apr,10458,True,Bronx,10458,3+ Family Apt. Building,5,5,40.859995208,-73.889880576
BRONX,2010,Apr,10458,True,Bronx,10458,Parking Lot/Garage,1,1,40.85726093,-73.88415072
BRONX,2010,Apr,10459,True,Bronx,10459,3+ Family Apt. Building,6,6,40.82689812,-73.898843495
BRONX,2010,Apr,10459,True,Bronx,10459,3+ Family Mixed Use Building,1,1,40.82116636,-73.89690249
BRONX,2010,Apr,10459,True,Bronx,10459,Public Stairs,1,1,40.81905362,-73.90082577
BRONX,2010,Apr,10459,True,Bronx,10459,Vacant Lot,1,1,40.8296837,-73.89744938
BRONX,2010,Apr,10460,True,Bronx,10460,1-2 Family Dwelling,1,1,40.83665399,-73.86431397
BRONX,2010,Apr,10460,True,Bronx,10460,3+ Family Apt. Building,4,4,40.83487648,-73.88331504
BRONX,2010,Apr,10460,True,Bronx,10460,3+ Family Mixed Use Building,3,3,40.837221813333336,-73.86718344333333
BRONX,2010,Apr,10461,True,Bronx,10461,Other,1,1,40.84395341,-73.83570666
BRONX,2010,Apr,10462,True,Bronx,10462,1-2 Family Dwelling,3,3,40.845407996666665,-73.86223835666668
BRONX,2010,Apr,10462,True,Bronx,10462,3+ Family Apt. Building,1,1,40.83513335,-73.86194282
BRONX,2010,Apr,10462,True,Bronx,10462,Commercial Building,1,1,40.8318525,-73.84604254
BRONX,2010,Apr,10462,True,Bronx,10462,Vacant Building,1,1,40.844784,-73.86214688
BRONX,2010,Apr,10463,True,Bronx,10463,1-2 Family Dwelling,2,2,40.88036434,-73.90182284
BRONX,2010,Apr,10463,True,Bronx,10463,3+ Family Apt. Building,2,2,40.884535400000004,-73.90242058999999
BRONX,2010,Apr,10463,True,Bronx,10463,3+ Family Mixed Use Building,3,3,40.882939803333336,-73.89821108
BRONX,2010,Apr,10463,True,Bronx,10463,Day Care/Nursery,1,1,40.87238264,-73.90329537
BRONX,2010,Apr,10465,True,Bronx,10465,1-2 Family Dwelling,1,1,40.82745728,-73.81548724
BRONX,2010,Apr,10465,True,Bronx,10465,Vacant Lot,2,2,40.8241936,-73.827784945
BRONX,2010,Apr,10466,True,Bronx,10466,1-2 Family Dwelling,2,2,40.898594355,-73.842229155
BRONX,2010,Apr,10466,True,Bronx,10466,3+ Family Mixed Use Building,1,1,40.89379127,-73.85162837
BRONX,2010,Apr,10466,True,Bronx,10466,Vacant Lot,1,1,40.89506584,-73.85243574
BRONX,2010,Apr,10467,True,Bronx,10467,1-2 Family Dwelling,2,2,40.87441338,-73.86356787
BRONX,2010,Apr,10467,True,Bronx,10467,3+ Family Apt. Building,8,8,40.86973841125,-73.87050701
BRONX,2010,Apr,10467,True,Bronx,10467,3+ Family Mixed Use Building,1,1,40.86541427,-73.86774779
BRONX,2010,Apr,10467,True,Bronx,10467,Construction Site,1,1,40.8582319,-73.87062157
BRONX,2010,Apr,10468,True,Bronx,10468,1-2 Family Mixed Use Building,1,1,40.87112709,-73.892591
BRONX,2010,Apr,10468,True,Bronx,10468,3+ Family Apt. Building,5,5,40.865800598,-73.90265228
BRONX,2010,Apr,10468,True,Bronx,10468,Commercial Building,1,1,40.86272115,-73.90310696
BRONX,2010,Apr,10468,True,Bronx,10468,Other,1,1,40.87483268,-73.88711049
BRONX,2010,Apr,10469,True,Bronx,10469,1-2 Family Dwelling,5,5,40.866517888,-73.843996336
BRONX,2010,Apr,10469,True,Bronx,10469,3+ Family Apt. Building,3,3,40.87007557333334,-73.86141469666667
BRONX,2010,Apr,10470,True,Bronx,10470,3+ Family Apt. Building,1,1,40.89966668,-73.85739568
BRONX,2010,Apr,10470,True,Bronx,10470,Vacant Lot,1,1,40.90325296,-73.84799699
BRONX,2010,Apr,10471,True,Bronx,10471,1-2 Family Dwelling,1,1,40.907487090000004,-73.89685541
BRONX,2010,Apr,10471,True,Bronx,10471,Other,1,1,40.90692139,-73.89651984
